"gene","size","name","description"
"ENSG00000114378.16",2517,"HYAL1","hyaluronoglucosaminidase"
"ENSG00000114383.9",1691,"TUSC2","tumor"
"ENSG00000114388.12",1700,"NPRL2","NPR2"
"ENSG00000114391.12",799,"RPL24","ribosomal"
"ENSG00000114395.10",1533,"CYB561D2","cytochrome"
"ENSG00000114405.10",3525,"C3orf14","chromosome"
"ENSG00000114416.17",8711,"FXR1","FMR1"
"ENSG00000114423.19",6780,"CBLB","Cbl"
"ENSG00000114439.18",8930,"BBX","BBX,"
"ENSG00000114446.4",3203,"IFT57","intraflagellar"
"ENSG00000114450.9",6434,"GNB4","G"
"ENSG00000114455.13",2666,"HHLA2","HERV-H"
"ENSG00000114473.13",2262,"IQCG","IQ"
"ENSG00000114480.12",3461,"GBE1","1,4-alpha-glucan"
"ENSG00000114487.9",3764,"MORC1","MORC"
"ENSG00000114491.13",6738,"UMPS","uridine"
"ENSG00000114503.10",2216,"NCBP2","nuclear"
"ENSG00000114520.10",2513,"SNX4","sorting"
"ENSG00000114529.12",2277,"C3orf52","chromosome"
"ENSG00000114541.14",5060,"FRMD4B","FERM"
"ENSG00000114544.16",2330,"SLC41A3","solute"
"ENSG00000114547.9",2050,"ROPN1B","rhophilin"
"ENSG00000114554.11",9066,"PLXNA1","plexin"
"ENSG00000114573.9",4591,"ATP6V1A","ATPase"
"ENSG00000114626.17",2065,"ABTB1","ankyrin"
"ENSG00000114631.10",2186,"PODXL2","podocalyxin"
"ENSG00000114638.7",2118,"UPK1B","uroplakin"
"ENSG00000114646.9",4161,"CSPG5","chondroitin"
"ENSG00000114648.11",4620,"KLHL18","kelch"
"ENSG00000114650.18",4394,"SCAP","SREBF"
"ENSG00000114654.7",2691,"EFCC1","EF-hand"
"ENSG00000114656.11",6034,"KIAA1257","KIAA1257"
"ENSG00000114670.13",2914,"NEK11","NIMA"
"ENSG00000114686.8",1706,"MRPL3","mitochondrial"
"ENSG00000114698.14",3303,"PLSCR4","phospholipid"
"ENSG00000114735.9",17064,"HEMK1","HemK"
"ENSG00000114737.15",2167,"CISH","cytokine"
"ENSG00000114738.10",2988,"MAPKAPK3","mitogen-activated"
"ENSG00000114739.13",11821,"ACVR2B","activin"
"ENSG00000114742.13",3707,"WDR48","WD"
"ENSG00000114744.8",3706,"COMMD2","COMM"
"ENSG00000114745.13",3722,"GORASP1","golgi"
"ENSG00000114757.18",9082,"PEX5L","peroxisomal"
"ENSG00000114767.6",1578,"RRP9","ribosomal"
"ENSG00000114770.16",5921,"ABCC5","ATP"
"ENSG00000114771.13",1642,"AADAC","arylacetamide"
"ENSG00000114779.19",2236,"ABHD14B","abhydrolase"
"ENSG00000114784.3",1010,"EIF1B","eukaryotic"
"ENSG00000114786.16",1758,"ABHD14A-ACY1","ABHD14A-ACY1"
"ENSG00000114790.12",5254,"ARHGEF26","Rho"
"ENSG00000114796.15",7380,"KLHL24","kelch"
"ENSG00000114805.17",6413,"PLCH1","phospholipase"
"ENSG00000114812.12",3161,"VIPR1","vasoactive"
"ENSG00000114841.17",13104,"DNAH1","dynein"
"ENSG00000114850.6",3716,"SSR3","signal"
"ENSG00000114853.13",3781,"ZBTB47","zinc"
"ENSG00000114854.7",727,"TNNC1","troponin"
"ENSG00000114857.17",7343,"NKTR","natural"
"ENSG00000114859.15",3290,"CLCN2","chloride"
"ENSG00000114861.19",8994,"FOXP1","forkhead"
"ENSG00000114867.20",5667,"EIF4G1","eukaryotic"
"ENSG00000114902.13",4254,"SPCS1","signal"
"ENSG00000114904.12",6057,"NEK4","NIMA"
"ENSG00000114923.16",4454,"SLC4A3","solute"
"ENSG00000114933.15",14136,"INO80D","INO80"
"ENSG00000114942.13",1098,"EEF1B2","eukaryotic"
"ENSG00000114948.12",6330,"ADAM23","ADAM"
"ENSG00000114956.19",1144,"DGUOK","deoxyguanosine"
"ENSG00000114978.17",4885,"MOB1A","MOB"
"ENSG00000114982.17",5153,"KANSL3","KAT8"
"ENSG00000114988.11",2397,"LMAN2L","lectin,"
"ENSG00000114993.16",2646,"RTKN","rhotekin"
"ENSG00000114999.7",14269,"TTL","tubulin"
"ENSG00000115008.5",2124,"IL1A","interleukin"
"ENSG00000115009.12",839,"CCL20","C-C"
"ENSG00000115020.16",9901,"PIKFYVE","phosphoinositide"
"ENSG00000115041.12",2940,"KCNIP3","potassium"
"ENSG00000115042.9",4757,"FAHD2A","fumarylacetoacetate"
"ENSG00000115053.15",4034,"NCL","nucleolin"
"ENSG00000115073.7",2243,"ACTR1B","ARP1"
"ENSG00000115084.13",4412,"SLC35F5","solute"
"ENSG00000115085.13",2437,"ZAP70","zeta"
"ENSG00000115091.11",6718,"ACTR3","ARP3"
"ENSG00000115107.19",4262,"STEAP3","STEAP3"
"ENSG00000115109.13",6628,"EPB41L5","erythrocyte"
"ENSG00000115112.7",9292,"TFCP2L1","transcription"
"ENSG00000115128.6",770,"SF3B6","splicing"
"ENSG00000115129.13",1998,"TP53I3","tumor"
"ENSG00000115137.11",4992,"DNAJC27","DnaJ"
"ENSG00000115138.10",1426,"POMC","proopiomelanocortin"
"ENSG00000115145.9",5701,"STAM2","signal"
"ENSG00000115155.17",7156,"OTOF","otoferlin"
"ENSG00000115159.15",6041,"GPD2","glycerol-3-phosphate"
"ENSG00000115163.14",1452,"CENPA","centromere"
"ENSG00000115165.9",2260,"CYTIP","cytohesin"
"ENSG00000115170.13",3047,"ACVR1","activin"
"ENSG00000115183.14",7470,"TANC1","tetratricopeptide"
"ENSG00000115194.10",2260,"SLC30A3","solute"
"ENSG00000115204.14",2011,"MPV17","MPV17,"
"ENSG00000115207.13",3992,"GTF3C2","general"
"ENSG00000115211.15",1949,"EIF2B4","eukaryotic"
"ENSG00000115216.13",2887,"NRBP1","nuclear"
"ENSG00000115221.11",4675,"ITGB6","integrin"
"ENSG00000115226.9",1657,"FNDC4","fibronectin"
"ENSG00000115232.13",4189,"ITGA4","integrin"
"ENSG00000115233.11",1954,"PSMD14","proteasome"
"ENSG00000115234.10",2400,"SNX17","sorting"
"ENSG00000115239.21",2648,"ASB3","ankyrin"
"ENSG00000115241.10",2311,"PPM1G","protein"
"ENSG00000115252.18",4885,"PDE1A","phosphodiesterase"
"ENSG00000115255.10",1794,"REEP6","receptor"
"ENSG00000115257.15",2661,"PCSK4","proprotein"
"ENSG00000115263.14",1289,"GCG","glucagon"
"ENSG00000115266.11",11656,"APC2","APC2,"
"ENSG00000115267.5",3595,"IFIH1","interferon"
"ENSG00000115268.9",873,"RPS15","ribosomal"
"ENSG00000115271.10",1992,"GCA","grancalcin"
"ENSG00000115274.14",1261,"INO80B","INO80"
"ENSG00000115275.11",2895,"MOGS","mannosyl-oligosaccharide"
"ENSG00000115282.19",3358,"TTC31","tetratricopeptide"
"ENSG00000115286.19",2818,"NDUFS7","NADH:ubiquinone"
"ENSG00000115289.13",1792,"PCGF1","polycomb"
"ENSG00000115290.9",2382,"GRB14","growth"
"ENSG00000115295.19",4293,"CLIP4","CAP-Gly"
"ENSG00000115297.10",2136,"TLX2","T"
"ENSG00000115306.15",10226,"SPTBN1","spectrin"
"ENSG00000115307.16",1695,"AUP1","AUP1,"
"ENSG00000115310.17",4790,"RTN4","reticulon"
"ENSG00000115317.11",2370,"HTRA2","HtrA"
"ENSG00000115318.11",3502,"LOXL3","lysyl"
"ENSG00000115325.13",2555,"DOK1","docking"
"ENSG00000115339.13",3868,"GALNT3","polypeptide"
"ENSG00000115350.11",1248,"POLE4","DNA"
"ENSG00000115353.10",4959,"TACR1","tachykinin"
"ENSG00000115355.16",9777,"CCDC88A","coiled-coil"
"ENSG00000115361.7",2543,"ACADL","acyl-CoA"
"ENSG00000115363.13",1815,"EVA1A","eva-1"
"ENSG00000115364.13",3479,"MRPL19","mitochondrial"
"ENSG00000115365.11",4781,"LANCL1","LanC"
"ENSG00000115368.9",2701,"WDR75","WD"
"ENSG00000115380.19",3024,"EFEMP1","EGF"
"ENSG00000115386.5",808,"REG1A","regenerating"
"ENSG00000115392.11",1698,"FANCL","Fanconi"
"ENSG00000115414.18",8905,"FN1","fibronectin"
"ENSG00000115415.18",4310,"STAT1","signal"
"ENSG00000115419.12",4834,"GLS","glutaminase"
"ENSG00000115421.12",6074,"PAPOLG","poly(A)"
"ENSG00000115423.18",12795,"DNAH6","dynein"
"ENSG00000115425.13",1853,"PECR","peroxisomal"
"ENSG00000115446.11",2172,"UNC50","unc-50"
"ENSG00000115457.9",1439,"IGFBP2","insulin"
"ENSG00000115459.17",2685,"ELMOD3","ELMO"
"ENSG00000115461.4",6215,"IGFBP5","insulin"
"ENSG00000115464.14",11357,"USP34","ubiquitin"
"ENSG00000115468.11",2259,"EFHD1","EF-hand"
"ENSG00000115474.6",2950,"KCNJ13","potassium"
"ENSG00000115484.14",2520,"CCT4","chaperonin"
"ENSG00000115486.11",7569,"GGCX","gamma-glutamyl"
"ENSG00000115488.3",1143,"NEU2","neuraminidase"
"ENSG00000115504.14",5165,"EHBP1","EH"
"ENSG00000115507.9",2861,"OTX1","orthodenticle"
"ENSG00000115514.11",1637,"TXNDC9","thioredoxin"
"ENSG00000115520.8",2239,"COQ10B","coenzyme"
"ENSG00000115523.16",858,"GNLY","granulysin"
"ENSG00000115524.15",6526,"SF3B1","splicing"
"ENSG00000115525.17",4431,"ST3GAL5","ST3"
"ENSG00000115526.10",2842,"CHST10","carbohydrate"
"ENSG00000115539.13",1337,"PDCL3","phosducin"
"ENSG00000115540.14",3986,"MOB4","MOB"
"ENSG00000115541.10",950,"HSPE1","heat"
"ENSG00000115548.16",4928,"KDM3A","lysine"
"ENSG00000115556.13",3232,"PLCD4","phospholipase"
"ENSG00000115561.15",3171,"CHMP3","charged"
"ENSG00000115568.15",5926,"ZNF142","zinc"
"ENSG00000115590.13",1578,"IL1R2","interleukin"
"ENSG00000115592.11",2301,"PRKAG3","protein"
"ENSG00000115593.14",4433,"SMYD1","SET"
"ENSG00000115594.11",5143,"IL1R1","interleukin"
"ENSG00000115596.3",1703,"WNT6","Wnt"
"ENSG00000115598.9",2615,"IL1RL2","interleukin"
"ENSG00000115602.16",3994,"IL1RL1","interleukin"
"ENSG00000115604.10",3854,"IL18R1","interleukin"
"ENSG00000115607.9",2773,"IL18RAP","interleukin"
"ENSG00000115616.2",5410,"SLC9A2","solute"
"ENSG00000115641.18",4881,"FHL2","four"
"ENSG00000115648.13",3823,"MLPH","melanophilin"
"ENSG00000115649.15",2073,"CNPPD1","cyclin"
"ENSG00000115652.14",2099,"UXS1","UDP-glucuronate"
"ENSG00000115657.13",3045,"ABCB6","ATP"
"ENSG00000115661.13",2868,"STK16","serine/threonine"
"ENSG00000115665.8",5152,"SLC5A7","solute"
"ENSG00000115677.16",6372,"HDLBP","high"
"ENSG00000115685.14",2386,"PPP1R7","protein"
"ENSG00000115687.13",5161,"PASK","PAS"
"ENSG00000115694.14",4619,"STK25","serine/threonine"
"ENSG00000115705.20",5391,"TPO","thyroid"
"ENSG00000115718.17",1773,"PROC","protein"
"ENSG00000115738.9",2041,"ID2","inhibitor"
"ENSG00000115750.16",2387,"TAF1B","TATA-box"
"ENSG00000115756.12",1941,"HPCAL1","hippocalcin"
"ENSG00000115758.12",2653,"ODC1","ornithine"
"ENSG00000115760.13",15703,"BIRC6","baculoviral"
"ENSG00000115761.15",3418,"NOL10","nucleolar"
"ENSG00000115762.16",4349,"PLEKHB2","pleckstrin"
"ENSG00000115806.12",3173,"GORASP2","golgi"
"ENSG00000115808.11",8168,"STRN","striatin"
"ENSG00000115816.14",3463,"CEBPZ","CCAAT"
"ENSG00000115825.9",6111,"PRKD3","protein"
"ENSG00000115827.13",5828,"DCAF17","DDB1"
"ENSG00000115828.15",1739,"QPCT","glutaminyl-peptide"
"ENSG00000115839.17",4914,"RAB3GAP1","RAB3"
"ENSG00000115840.13",2979,"SLC25A12","solute"
"ENSG00000115841.19",2280,"RMDN2","regulator"
"ENSG00000115844.10",2453,"DLX2","distal-less"
"ENSG00000115850.9",6279,"LCT","lactase"
"ENSG00000115866.10",2361,"DARS","aspartyl-tRNA"
"ENSG00000115875.18",2489,"SRSF7","serine"
"ENSG00000115884.10",3291,"SDC1","syndecan"
"ENSG00000115896.15",5979,"PLCL1","phospholipase"
"ENSG00000115902.10",4561,"SLC1A4","solute"
"ENSG00000115904.12",8517,"SOS1","SOS"
"ENSG00000115919.14",15316,"KYNU","kynureninase"
"ENSG00000115935.17",4587,"WIPF1","WAS/WASL"
"ENSG00000115942.8",4312,"ORC2","origin"
"ENSG00000115944.14",3056,"COX7A2L","cytochrome"
"ENSG00000115946.7",2286,"PNO1","partner"
"ENSG00000115947.13",6710,"ORC4","origin"
"ENSG00000115956.9",2869,"PLEK","pleckstrin"
"ENSG00000115963.13",2777,"RND3","Rho"
"ENSG00000115966.16",4176,"ATF2","activating"
"ENSG00000115970.18",6939,"THADA","THADA,"
"ENSG00000115977.18",11345,"AAK1","AP2"
"ENSG00000115993.12",6510,"TRAK2","trafficking"
"ENSG00000115998.7",2581,"C2orf42","chromosome"
"ENSG00000116001.15",4647,"TIA1","TIA1"
"ENSG00000116005.11",5345,"PCYOX1","prenylcysteine"
"ENSG00000116014.9",1625,"KISS1R","KISS1"
"ENSG00000116016.13",5166,"EPAS1","endothelial"
"ENSG00000116017.10",5941,"ARID3A","AT-rich"
"ENSG00000116030.16",1536,"SUMO1","small"
"ENSG00000116031.8",1869,"CD207","CD207"
"ENSG00000116032.5",3281,"GRIN3B","glutamate"
"ENSG00000116035.3",1147,"VAX2","ventral"
"ENSG00000116039.12",1939,"ATP6V1B1","ATPase"
"ENSG00000116044.15",2853,"NFE2L2","nuclear"
"ENSG00000116062.14",7476,"MSH6","mutS"
"ENSG00000116095.10",13880,"PLEKHA3","pleckstrin"
"ENSG00000116096.5",1480,"SPR","sepiapterin"
"ENSG00000116106.11",6346,"EPHA4","EPH"
"ENSG00000116117.17",8174,"PARD3B","par-3"
"ENSG00000116120.9",3369,"FARSB","phenylalanyl-tRNA"
"ENSG00000116127.17",12925,"ALMS1","ALMS1,"
"ENSG00000116128.10",6278,"BCL9","B"
"ENSG00000116132.11",4284,"PRRX1","paired"
"ENSG00000116133.11",4250,"DHCR24","24-dehydrocholesterol"
"ENSG00000116138.12",6069,"DNAJC16","DnaJ"
"ENSG00000116141.15",5321,"MARK1","microtubule"
"ENSG00000116147.16",12949,"TNR","tenascin"
"ENSG00000116151.13",4764,"MORN1","MORN"
"ENSG00000116157.5",1228,"GPX7","glutathione"
"ENSG00000116161.17",2835,"CACYBP","calcyclin"
"ENSG00000116171.17",3926,"SCP2","sterol"
"ENSG00000116176.6",1108,"TPSG1","tryptase"
"ENSG00000116183.10",9691,"PAPPA2","pappalysin"
"ENSG00000116191.17",7512,"RALGPS2","Ral"
"ENSG00000116194.12",3348,"ANGPTL1","angiopoietin"
"ENSG00000116198.12",6424,"CEP104","centrosomal"
"ENSG00000116199.11",5984,"FAM20B","FAM20B,"
"ENSG00000116205.12",10436,"TCEANC2","transcription"
"ENSG00000116209.11",6691,"TMEM59","transmembrane"
"ENSG00000116212.14",2037,"LRRC42","leucine"
"ENSG00000116213.15",1998,"WRAP73","WD"
"ENSG00000116218.12",1855,"NPHS2","NPHS2,"
"ENSG00000116221.15",1582,"MRPL37","mitochondrial"
"ENSG00000116237.15",4771,"ICMT","isoprenylcysteine"
"ENSG00000116251.9",2078,"RPL22","ribosomal"
"ENSG00000116254.17",9646,"CHD5","chromodomain"
"ENSG00000116260.16",9311,"QSOX1","quiescin"
"ENSG00000116266.10",2478,"STXBP3","syntaxin"
"ENSG00000116273.5",3681,"PHF13","PHD"
"ENSG00000116285.12",3104,"ERRFI1","ERBB"
"ENSG00000116288.12",1088,"PARK7","Parkinsonism"
"ENSG00000116299.16",3442,"KIAA1324","KIAA1324"
"ENSG00000116329.10",9345,"OPRD1","opioid"
"ENSG00000116337.15",3899,"AMPD2","adenosine"
"ENSG00000116350.16",2387,"SRSF4","serine"
"ENSG00000116353.15",2416,"MECR","mitochondrial"
"ENSG00000116396.14",18750,"KCNC4","potassium"
"ENSG00000116406.18",6898,"EDEM3","ER"
"ENSG00000116455.13",2576,"WDR77","WD"
"ENSG00000116459.10",3156,"ATP5PB","ATP"
"ENSG00000116473.14",5024,"RAP1A","RAP1A,"
"ENSG00000116478.11",2124,"HDAC1","histone"
"ENSG00000116489.12",3020,"CAPZA1","capping"
"ENSG00000116497.17",4322,"S100PBP","S100P"
"ENSG00000116514.16",2598,"RNF19B","ring"
"ENSG00000116521.10",1537,"SCAMP3","secretory"
"ENSG00000116525.13",3437,"TRIM62","tripartite"
"ENSG00000116539.12",11942,"ASH1L","ASH1"
"ENSG00000116544.11",3856,"DLGAP3","DLG"
"ENSG00000116560.10",3747,"SFPQ","splicing"
"ENSG00000116574.5",4372,"RHOU","ras"
"ENSG00000116580.18",7823,"GON4L","gon-4"
"ENSG00000116584.17",4438,"ARHGEF2","Rho/Rac"
"ENSG00000116586.11",655,"LAMTOR2","late"
"ENSG00000116604.17",5965,"MEF2D","myocyte"
"ENSG00000116641.17",7084,"DOCK7","dedicator"
"ENSG00000116649.9",1266,"SRM","spermidine"
"ENSG00000116661.10",1560,"FBXO2","F-box"
"ENSG00000116663.10",1520,"FBXO6","F-box"
"ENSG00000116667.12",10265,"C1orf21","chromosome"
"ENSG00000116668.12",3830,"SWT1","SWT1,"
"ENSG00000116670.14",1860,"MAD2L2","mitotic"
"ENSG00000116675.15",5916,"DNAJC6","DnaJ"
"ENSG00000116678.19",8227,"LEPR","leptin"
"ENSG00000116679.15",4199,"IVNS1ABP","influenza"
"ENSG00000116685.15",2815,"KIAA2013","KIAA2013"
"ENSG00000116688.16",4539,"MFN2","mitofusin"
"ENSG00000116690.12",5044,"PRG4","proteoglycan"
"ENSG00000116691.10",1573,"MIIP","migration"
"ENSG00000116698.21",5970,"SMG7","SMG7,"
"ENSG00000116701.14",2276,"NCF2","neutrophil"
"ENSG00000116703.13",1242,"PDC","phosducin"
"ENSG00000116704.7",6162,"SLC35D1","solute"
"ENSG00000116711.9",2875,"PLA2G4A","phospholipase"
"ENSG00000116717.11",1496,"GADD45A","growth"
"ENSG00000116721.9",2160,"PRAMEF1","PRAME"
"ENSG00000116726.4",1786,"PRAMEF12","PRAME"
"ENSG00000116729.13",2748,"WLS","wntless"
"ENSG00000116731.22",7957,"PRDM2","PR/SET"
"ENSG00000116741.7",1354,"RGS2","regulator"
"ENSG00000116745.6",2610,"RPE65","RPE65,"
"ENSG00000116747.12",7848,"TROVE2","TROVE"
"ENSG00000116748.21",2392,"AMPD1","adenosine"
"ENSG00000116750.13",5327,"UCHL5","ubiquitin"
"ENSG00000116752.5",1299,"BCAS2","BCAS2,"
"ENSG00000116754.13",3784,"SRSF11","serine"
"ENSG00000116761.11",2044,"CTH","cystathionine"
"ENSG00000116771.5",2500,"AGMAT","agmatinase"
"ENSG00000116774.11",1961,"OLFML3","olfactomedin"
"ENSG00000116783.14",3001,"TNNI3K","TNNI3"
"ENSG00000116785.13",1965,"CFHR3","complement"
"ENSG00000116786.12",4122,"PLEKHM2","pleckstrin"
"ENSG00000116791.13",2301,"CRYZ","crystallin"
"ENSG00000116793.15",3273,"PHTF1","putative"
"ENSG00000116809.11",2770,"ZBTB17","zinc"
"ENSG00000116815.15",1328,"CD58","CD58"
"ENSG00000116819.6",2189,"TFAP2E","transcription"
"ENSG00000116824.4",1609,"CD2","CD2"
"ENSG00000116830.11",9462,"TTF2","transcription"
"ENSG00000116833.13",5086,"NR5A2","nuclear"
"ENSG00000116852.14",9897,"KIF21B","kinesin"
"ENSG00000116857.16",1959,"TMEM9","transmembrane"
"ENSG00000116863.10",1668,"ADPRHL2","ADP-ribosylhydrolase"
"ENSG00000116871.15",3456,"MAP7D1","MAP7"
"ENSG00000116874.11",2811,"WARS2","tryptophanyl"
"ENSG00000116882.14",1696,"HAO2","hydroxyacid"
"ENSG00000116885.18",1463,"OSCP1","organic"
"ENSG00000116898.11",1006,"MRPS15","mitochondrial"
"ENSG00000116903.7",5100,"EXOC8","exocyst"
"ENSG00000116906.12",2643,"GNPAT","glyceronephosphate"
"ENSG00000116918.13",2650,"TSNAX","translin"
"ENSG00000116922.14",2355,"C1orf109","chromosome"
"ENSG00000116954.7",2732,"RRAGC","Ras"
"ENSG00000116962.14",5864,"NID1","nidogen"
"ENSG00000116977.18",6420,"LGALS8","galectin"
"ENSG00000116981.3",1107,"NT5C1A","5'-nucleotidase,"
"ENSG00000116983.12",4856,"HPCAL4","hippocalcin"
"ENSG00000116984.12",10529,"MTR","5-methyltetrahydrofolate-homocysteine"
"ENSG00000116985.11",4822,"BMP8B","bone"
"ENSG00000116990.10",3256,"MYCL","MYCL"
"ENSG00000116991.10",6690,"SIPA1L2","signal"
"ENSG00000116996.9",2474,"ZP4","zona"
"ENSG00000117000.8",6246,"RLF","rearranged"
"ENSG00000117009.11",5261,"KMO","kynurenine"
"ENSG00000117010.15",2097,"ZNF684","zinc"
"ENSG00000117013.15",4297,"KCNQ4","potassium"
"ENSG00000117016.9",7235,"RIMS3","regulating"
"ENSG00000117020.16",7081,"AKT3","AKT"
"ENSG00000117036.11",5254,"ETV3","ETS"
"ENSG00000117054.13",2619,"ACADM","acyl-CoA"
"ENSG00000117069.14",3751,"ST6GALNAC5","ST6"
"ENSG00000117090.14",4006,"SLAMF1","signaling"
"ENSG00000117091.9",1793,"CD48","CD48"
"ENSG00000117114.19",6302,"ADGRL2","adhesion"
"ENSG00000117115.12",4345,"PADI2","peptidyl"
"ENSG00000117118.9",1153,"SDHB","succinate"
"ENSG00000117122.13",1260,"MFAP2","microfibril"
"ENSG00000117133.10",1385,"RPF1","ribosome"
"ENSG00000117139.16",10345,"KDM5B","lysine"
"ENSG00000117143.13",2377,"UAP1","UDP-N-acetylglucosamine"
"ENSG00000117148.7",1861,"ACTL8","actin"
"ENSG00000117151.12",6600,"CTBS","chitobiase"
"ENSG00000117152.13",3311,"RGS4","regulator"
"ENSG00000117153.15",3359,"KLHL12","kelch"
"ENSG00000117154.11",1943,"IGSF21","immunoglobin"
"ENSG00000117155.16",5843,"SSX2IP","SSX"
"ENSG00000117174.10",6080,"ZNHIT6","zinc"
"ENSG00000117215.14",2672,"PLA2G2D","phospholipase"
"ENSG00000117222.13",4404,"RBBP5","RB"
"ENSG00000117226.11",3067,"GBP3","guanylate"
"ENSG00000117228.9",3035,"GBP1","guanylate"
"ENSG00000117245.12",3969,"KIF17","kinesin"
"ENSG00000117262.18",2120,"GPR89A","G"
"ENSG00000117266.15",3141,"CDK18","cyclin"
"ENSG00000117280.12",3272,"RAB29","RAB29,"
"ENSG00000117281.15",3388,"CD160","CD160"
"ENSG00000117298.14",5099,"ECE1","endothelin"
"ENSG00000117305.14",1600,"HMGCL","3-hydroxymethyl-3-methylglutaryl-CoA"
"ENSG00000117308.14",1566,"GALE","UDP-galactose-4-epimerase"
"ENSG00000117318.8",1251,"ID3","inhibitor"
"ENSG00000117322.17",4240,"CR2","complement"
"ENSG00000117335.19",3371,"CD46","CD46"
"ENSG00000117360.12",2433,"PRPF3","pre-mRNA"
"ENSG00000117362.12",2353,"APH1A","aph-1"
"ENSG00000117385.15",2993,"P3H1","prolyl"
"ENSG00000117394.21",3670,"SLC2A1","solute"
"ENSG00000117395.12",1503,"EBNA1BP2","EBNA1"
"ENSG00000117399.13",1777,"CDC20","cell"
"ENSG00000117400.17",1908,"MPL","MPL"
"ENSG00000117407.16",1943,"ARTN","artemin"
"ENSG00000117408.10",3894,"IPO13","importin"
"ENSG00000117410.13",1685,"ATP6V0B","ATPase"
"ENSG00000117411.16",2629,"B4GALT2","beta-1,4-galactosyltransferase"
"ENSG00000117419.14",1684,"ERI3","ERI1"
"ENSG00000117425.13",4298,"PTCH2","patched"
"ENSG00000117448.13",1818,"AKR1A1","aldo-keto"
"ENSG00000117450.13",1234,"PRDX1","peroxiredoxin"
"ENSG00000117461.14",5609,"PIK3R3","phosphoinositide-3-kinase"
"ENSG00000117472.9",1615,"TSPAN1","tetraspanin"
"ENSG00000117475.13",2749,"BLZF1","basic"
"ENSG00000117477.12",2035,"CCDC181","coiled-coil"
"ENSG00000117479.13",3671,"SLC19A2","solute"
"ENSG00000117480.15",2094,"FAAH","fatty"
"ENSG00000117481.10",3867,"NSUN4","NOP2/Sun"
"ENSG00000117500.12",6104,"TMED5","transmembrane"
"ENSG00000117501.14",3165,"MROH9","maestro"
"ENSG00000117505.12",10148,"DR1","down-regulator"
"ENSG00000117519.15",2165,"CNN3","calponin"
"ENSG00000117523.16",10366,"PRRC2C","proline"
"ENSG00000117525.13",2287,"F3","coagulation"
"ENSG00000117528.11",3538,"ABCD3","ATP"
"ENSG00000117533.14",5159,"VAMP4","vesicle"
"ENSG00000117543.20",1316,"DPH5","diphthamide"
"ENSG00000117560.7",1888,"FASLG","Fas"
"ENSG00000117569.18",12014,"PTBP2","polypyrimidine"
"ENSG00000117586.10",3470,"TNFSF4","TNF"
"ENSG00000117592.8",1751,"PRDX6","peroxiredoxin"
"ENSG00000117593.9",3506,"DARS2","aspartyl-tRNA"
"ENSG00000117594.9",1461,"HSD11B1","hydroxysteroid"
"ENSG00000117595.11",4306,"IRF6","interferon"
"ENSG00000117597.17",8446,"UTP25","UTP25,"
"ENSG00000117598.11",4139,"PLPPR5","phospholipid"
"ENSG00000117600.12",5369,"PLPPR4","phospholipid"
"ENSG00000117601.13",1594,"SERPINC1","serpin"
"ENSG00000117602.11",6802,"RCAN3","RCAN"
"ENSG00000117614.9",1345,"SYF2","SYF2"
"ENSG00000117616.17",1954,"RSRP1","arginine"
"ENSG00000117620.14",14759,"SLC35A3","solute"
"ENSG00000117625.13",4246,"RCOR3","REST"
"ENSG00000117632.22",1712,"STMN1","stathmin"
"ENSG00000117640.17",3262,"MTFR1L","mitochondrial"
"ENSG00000117643.14",4647,"MAN1C1","mannosidase"
"ENSG00000117650.12",2131,"NEK2","NIMA"
"ENSG00000117676.13",3186,"RPS6KA1","ribosomal"
"ENSG00000117682.16",3245,"DHDDS","dehydrodolichyl"
"ENSG00000117691.9",949,"NENF","neudesin"
"ENSG00000117697.14",2317,"NSL1","NSL1,"
"ENSG00000117707.15",8498,"PROX1","prospero"
"ENSG00000117713.19",8583,"ARID1A","AT-rich"
"ENSG00000117724.12",10307,"CENPF","centromere"
"ENSG00000117748.9",1752,"RPA2","replication"
"ENSG00000117751.17",2651,"PPP1R8","protein"
"ENSG00000117758.13",3079,"STX12","syntaxin"
"ENSG00000117791.15",2134,"MARC2","mitochondrial"
"ENSG00000117834.12",3272,"SLC5A9","solute"
"ENSG00000117859.18",3352,"OSBPL9","oxysterol"
"ENSG00000117862.11",2396,"TXNDC12","thioredoxin"
"ENSG00000117868.15",5960,"ESYT2","extended"
"ENSG00000117877.10",3286,"CD3EAP","CD3e"
"ENSG00000117899.10",4264,"MESD","mesoderm"
"ENSG00000117906.13",6347,"RCN2","reticulocalbin"
"ENSG00000117971.11",2623,"CHRNB4","cholinergic"
"ENSG00000117983.17",17911,"MUC5B","mucin"
"ENSG00000117984.13",2123,"CTSD","cathepsin"
"ENSG00000118004.17",1633,"COLEC11","collectin"
"ENSG00000118007.12",6055,"STAG1","stromal"
"ENSG00000118017.3",1771,"A4GNT","alpha-1,4-N-acetylglucosaminyltransferase"
"ENSG00000118046.14",3554,"STK11","serine/threonine"
"ENSG00000118058.20",16602,"KMT2A","lysine"
"ENSG00000118094.11",2771,"TREH","trehalase"
"ENSG00000118096.7",1819,"IFT46","intraflagellar"
"ENSG00000118113.11",3056,"MMP8","matrix"
"ENSG00000118137.9",1227,"APOA1","apolipoprotein"
"ENSG00000118156.12",4631,"ZNF541","zinc"
"ENSG00000118160.13",5234,"SLC8A2","solute"
